Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
2006-07,"780,679.00 ","118,508.00 ","13,822.00 ","24,660.00 ","48,065.00 ","575,624.00 ","476,200.00 ","19,427,515.00 ","1,214,444.00 ","471,547.00 ","234,160.00 ","210,560.00 ","150,017.00 ","109,409.00 ","38,751.00 ","13,807,531.00 ","175,990.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"906,649.00 ","377,009.00 ","61,660.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,192,931.00 ","205,081.00 ","326,639.00 ","88,858.00 ","679,029.00 ","141,521.00 ",0.00 ,0.00 ,"209,589.00 ","603,690.00 ",0.00 ,0.00 ,"1,427,338.00 ","719,757.00 ",0.00 ,0.00 ,0.00 ,"2,761,338.00 ","654,716.00 ",0.00 ,"1,664,191.00 ","883,135.00 ",0.00 ,0.00 ,"543,082.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,405,540.00 ","4,213,523.00 ","1,770,966.00 ","2,277,401.00 ","80,881.00 ","7,404.00 ","184,613.00 ","232,420.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"393,557.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"18,884.00 ","177,018.00 ","33,239.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"506,010.00 ",0.00 ,"333,647.00 ","513,764.00 ","100,363.00 ","215,996.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,381.00 ","121,370.00 ","28,881.00 ","53,609.00 ","230,916.00 ","134,551.00 ",0.00 ,0.00 ,"211,211.00 ","2,938,119.00 ","1,777,751.00 ","1,160,368.00 ","26,006,298.00 "
2006-08,"950,289.00 ","275,713.00 ","15,788.00 ","26,277.00 ","48,336.00 ","584,175.00 ","466,927.00 ","19,414,982.00 ","1,143,616.00 ","404,295.00 ","231,359.00 ","220,769.00 ","153,043.00 ","111,561.00 ","22,589.00 ","13,455,282.00 ","187,428.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"946,194.00 ","381,437.00 ","63,747.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,073,101.00 ","202,484.00 ","306,542.00 ","79,203.00 ","573,214.00 ","145,540.00 ",0.00 ,0.00 ,"213,545.00 ","576,789.00 ",0.00 ,0.00 ,"1,436,522.00 ","743,517.00 ",0.00 ,0.00 ,0.00 ,"2,595,485.00 ","405,652.00 ",0.00 ,"1,577,514.00 ","954,417.00 ",0.00 ,0.00 ,"536,220.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,816,084.00 ","4,607,682.00 ","1,969,819.00 ","2,458,252.00 ","80,391.00 ","26,026.00 ","182,376.00 ","240,824.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"410,170.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"17,581.00 ","182,485.00 ","36,883.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"543,145.00 ",0.00 ,"359,462.00 ","558,150.00 ","115,586.00 ","233,138.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,406.00 ","122,535.00 ","25,472.00 ","62,682.00 ","218,145.00 ","118,020.00 ",0.00 ,0.00 ,"240,837.00 ","3,350,566.00 ","2,032,182.00 ","1,318,384.00 ","26,751,479.00 "
2006-09,"733,508.00 ","200,613.00 ","15,652.00 ","27,096.00 ","56,658.00 ","433,489.00 ","322,420.00 ","16,649,562.00 ","1,126,426.00 ","422,028.00 ","217,477.00 ","211,637.00 ","144,921.00 ","99,580.00 ","30,787.00 ","13,078,694.00 ","104,741.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"869,127.00 ","348,065.00 ","62,964.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,034,892.00 ","199,745.00 ","335,693.00 ","83,606.00 ","591,359.00 ","134,462.00 ",0.00 ,0.00 ,"199,906.00 ","583,064.00 ",0.00 ,0.00 ,"1,381,395.00 ","738,446.00 ",0.00 ,0.00 ,0.00 ,"2,574,645.00 ","506,458.00 ",0.00 ,"1,512,584.00 ","877,506.00 ",0.00 ,0.00 ,"538,410.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,444,442.00 ","2,249,638.00 ","1,526,049.00 ","441,173.00 ","80,275.00 ","20,535.00 ","174,269.00 ","227,872.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"416,219.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"20,110.00 ","186,515.00 ","33,134.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"529,627.00 ",0.00 ,"342,685.00 ","542,962.00 ","109,985.00 ","214,025.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,351.00 ","122,759.00 ","23,908.00 ","54,106.00 ","218,057.00 ","123,316.00 ",0.00 ,0.00 ,"236,320.00 ","3,365,046.00 ","2,042,083.00 ","1,322,963.00 ","23,709,725.00 "
2006-10,"635,725.00 ","159,029.00 ","15,242.00 ","24,462.00 ","51,892.00 ","385,100.00 ","277,163.00 ","18,285,781.00 ","1,196,360.00 ","448,553.00 ","237,090.00 ","219,450.00 ","149,834.00 ","110,439.00 ","30,995.00 ","13,698,557.00 ","269,510.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"879,633.00 ","388,129.00 ","59,470.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,144,665.00 ","208,502.00 ","346,154.00 ","113,951.00 ","597,319.00 ","135,020.00 ",0.00 ,0.00 ,"207,434.00 ","596,515.00 ",0.00 ,0.00 ,"1,482,962.00 ","774,773.00 ",0.00 ,0.00 ,0.00 ,"2,770,547.00 ","581,655.00 ",0.00 ,"1,643,859.00 ","964,096.00 ",0.00 ,0.00 ,"558,081.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,390,865.00 ","3,194,424.00 ","1,767,795.00 ","1,284,598.00 ","79,924.00 ","24,367.00 ","172,073.00 ","235,568.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"412,235.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"24,602.00 ","198,681.00 ","28,093.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"462,077.00 ",0.00 ,"285,009.00 ","468,827.00 ","93,615.00 ","182,778.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,919.00 ","117,643.00 ","22,799.00 ","59,300.00 ","201,161.00 ","117,909.00 ",0.00 ,0.00 ,"179,021.00 ","2,669,137.00 ","1,536,488.00 ","1,132,649.00 ","24,252,579.00 "
2006-11,"585,126.00 ","156,281.00 ","15,882.00 ","22,990.00 ","40,880.00 ","349,097.00 ","225,130.00 ","19,072,939.00 ","1,208,549.00 ","466,106.00 ","249,014.00 ","221,561.00 ","142,482.00 ","111,618.00 ","17,768.00 ","13,526,364.00 ","198,401.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"895,490.00 ","377,258.00 ","52,781.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,122,265.00 ","195,252.00 ","345,574.00 ","101,060.00 ","583,596.00 ","130,745.00 ",0.00 ,0.00 ,"203,379.00 ","554,094.00 ",0.00 ,0.00 ,"1,471,577.00 ","785,468.00 ",0.00 ,0.00 ,0.00 ,"2,754,884.00 ","590,074.00 ",0.00 ,"1,760,427.00 ","1,004,845.00 ",0.00 ,0.00 ,"504,799.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,338,030.00 ","4,141,689.00 ","2,050,833.00 ","1,822,707.00 ","80,995.00 ","26,384.00 ","169,953.00 ","229,605.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"394,886.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"20,467.00 ","194,411.00 ","24,939.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"391,425.00 ",0.00 ,"223,000.00 ","412,618.00 ","79,068.00 ","174,334.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,631.00 ","109,837.00 ","20,734.00 ","55,226.00 ","210,336.00 ","132,910.00 ",0.00 ,0.00 ,"161,818.00 ","2,435,920.00 ","1,449,507.00 ","986,413.00 ","24,442,531.00 "
2006-12,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"26,205,100.00 "
2007-03,"518,503.00 ","145,087.00 ","14,428.00 ","26,088.00 ","28,795.00 ","304,105.00 ","219,017.00 ","19,207,052.00 ","1,184,493.00 ","448,714.00 ","258,668.00 ","217,154.00 ","156,174.00 ","81,030.00 ","22,751.00 ","13,531,175.00 ","193,478.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"797,075.00 ","349,772.00 ","52,748.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,144,489.00 ","225,190.00 ","311,641.00 ","52,350.00 ","657,855.00 ","126,199.00 ",0.00 ,0.00 ,"194,498.00 ","571,348.00 ",0.00 ,0.00 ,"1,227,445.00 ","638,318.00 ",0.00 ,0.00 ,0.00 ,"2,901,900.00 ","683,157.00 ",0.00 ,"1,846,805.00 ","1,152,407.00 ",0.00 ,0.00 ,"537,199.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,491,386.00 ","4,280,770.00 ","1,784,846.00 ","2,009,975.00 ","86,983.00 ","36,189.00 ","174,427.00 ","202,883.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"407,566.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"23,398.00 ","193,762.00 ","25,587.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"405,881.00 ",0.00 ,"254,950.00 ","481,799.00 ","90,735.00 ","205,856.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,324.00 ","135,732.00 ","22,793.00 ","72,414.00 ","195,412.00 ","119,307.00 ",0.00 ,0.00 ,"186,685.00 ","2,843,702.00 ","1,670,141.00 ","1,173,561.00 ","25,118,529.00 "
2007-04,"719,537.00 ","169,993.00 ","13,826.00 ","28,281.00 ","40,762.00 ","466,675.00 ","367,030.00 ","19,690,410.00 ","1,297,765.00 ","499,180.00 ","245,696.00 ","242,384.00 ","171,304.00 ","108,740.00 ","30,459.00 ","14,152,709.00 ","190,962.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"930,091.00 ","387,005.00 ","53,442.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,217,467.00 ","244,765.00 ","320,080.00 ","55,229.00 ","639,710.00 ","135,156.00 ",0.00 ,0.00 ,"209,284.00 ","562,264.00 ",0.00 ,0.00 ,"1,467,444.00 ","790,806.00 ",0.00 ,0.00 ,0.00 ,"2,975,283.00 ","704,416.00 ",0.00 ,"1,893,302.00 ","1,144,241.00 ",0.00 ,0.00 ,"524,786.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,239,938.00 ","4,024,528.00 ","2,001,755.00 ","1,991,143.00 ","74,047.00 ","36,022.00 ","179,391.00 ","233,699.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"415,132.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"24,526.00 ","200,681.00 ","25,220.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"426,617.00 ",0.00 ,"254,629.00 ","466,694.00 ","76,553.00 ","196,179.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,825.00 ","137,631.00 ","24,873.00 ","70,820.00 ","211,950.00 ","135,881.00 ",0.00 ,0.00 ,"176,468.00 ","2,760,207.00 ","1,620,929.00 ","1,139,278.00 ","25,775,431.00 "
2007-05,"804,254.00 ","161,300.00 ","15,877.00 ","27,802.00 ","37,318.00 ","561,957.00 ","501,447.00 ","20,583,183.00 ","1,256,980.00 ","444,293.00 ","237,943.00 ","249,960.00 ","169,754.00 ","126,005.00 ","29,022.00 ","15,489,982.00 ","195,831.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,014,017.00 ","409,628.00 ","63,525.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,298,498.00 ","252,831.00 ","382,073.00 ","48,537.00 ","680,003.00 ","141,847.00 ",0.00 ,0.00 ,"241,304.00 ","691,800.00 ",0.00 ,0.00 ,"1,699,702.00 ","868,591.00 ",0.00 ,0.00 ,0.00 ,"3,106,924.00 ","783,254.00 ",0.00 ,"1,995,425.00 ","1,069,063.00 ",0.00 ,0.00 ,"680,784.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,836,224.00 ","3,629,966.00 ","1,799,235.00 ","1,602,715.00 ","83,422.00 ","33,266.00 ","172,992.00 ","247,938.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"410,785.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"24,943.00 ","197,176.00 ","25,851.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"417,400.00 ",0.00 ,"239,898.00 ","484,828.00 ","88,392.00 ","182,951.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,590.00 ","127,582.00 ","25,068.00 ","61,843.00 ","205,451.00 ","130,233.00 ",0.00 ,0.00 ,"160,253.00 ","2,612,861.00 ","1,503,363.00 ","1,109,498.00 ","26,560,033.00 "
2007-06,"895,046.00 ","205,423.00 ","15,603.00 ","28,464.00 ","39,705.00 ","605,851.00 ","487,074.00 ","20,931,370.00 ","1,328,924.00 ","496,042.00 ","235,674.00 ","261,460.00 ","177,123.00 ","125,892.00 ","32,740.00 ","15,358,475.00 ","208,021.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,005,229.00 ","406,512.00 ","59,682.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,363,945.00 ","270,225.00 ","408,548.00 ","68,782.00 ","643,445.00 ","153,277.00 ",0.00 ,0.00 ,"225,445.00 ","650,299.00 ",0.00 ,0.00 ,"1,681,285.00 ","860,109.00 ",0.00 ,0.00 ,0.00 ,"3,156,650.00 ","768,659.00 ",0.00 ,"1,933,662.00 ","1,187,728.00 ",0.00 ,0.00 ,"625,982.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,243,968.00 ","4,028,810.00 ","1,871,205.00 ","1,947,331.00 ","80,650.00 ","31,566.00 ","183,592.00 ","251,176.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"425,653.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"25,213.00 ","198,175.00 ","27,649.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"465,058.00 ",0.00 ,"276,793.00 ","490,562.00 ","88,018.00 ","208,625.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,834.00 ","136,369.00 ","29,112.00 ","67,205.00 ","227,409.00 ","146,799.00 ",0.00 ,0.00 ,"177,319.00 ","2,699,928.00 ","1,576,126.00 ","1,123,802.00 ","27,268,656.00 "
2007-07,"934,125.00 ","212,456.00 ","14,651.00 ","30,142.00 ","58,083.00 ","618,793.00 ","494,284.00 ","22,687,134.00 ","1,417,534.00 ","509,069.00 ","271,162.00 ","297,316.00 ","180,703.00 ","128,005.00 ","31,279.00 ","16,106,539.00 ","203,741.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,046,019.00 ","407,798.00 ","72,156.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,350,316.00 ","294,810.00 ","367,184.00 ","83,536.00 ","641,757.00 ","160,964.00 ",0.00 ,0.00 ,"233,812.00 ","709,637.00 ",0.00 ,0.00 ,"1,689,263.00 ","837,082.00 ",0.00 ,0.00 ,0.00 ,"3,234,128.00 ","490,795.00 ",0.00 ,"2,074,400.00 ","1,169,853.00 ",0.00 ,0.00 ,"695,784.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,163,061.00 ","4,927,777.00 ","1,779,058.00 ","2,693,630.00 ","108,765.00 ","33,854.00 ","201,430.00 ","269,635.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"452,841.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"29,523.00 ","199,562.00 ","31,978.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"598,384.00 ",0.00 ,"355,843.00 ","628,236.00 ","116,536.00 ","258,623.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,756.00 ","147,471.00 ","31,317.00 ","69,087.00 ","265,577.00 ","162,963.00 ",0.00 ,0.00 ,"230,570.00 ","3,245,391.00 ","1,939,976.00 ","1,305,415.00 ","30,178,283.00 "
2007-08,"973,666.00 ","264,488.00 ","15,682.00 ","31,350.00 ","64,219.00 ","597,927.00 ","488,700.00 ","22,085,092.00 ","1,345,330.00 ","519,007.00 ","245,984.00 ","268,111.00 ","170,689.00 ","111,246.00 ","30,293.00 ","15,924,349.00 ","216,994.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,032,021.00 ","384,124.00 ","71,074.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,340,843.00 ","266,792.00 ","328,927.00 ","105,840.00 ","603,754.00 ","155,308.00 ",0.00 ,0.00 ,"218,176.00 ","600,682.00 ",0.00 ,0.00 ,"1,615,706.00 ","824,647.00 ",0.00 ,0.00 ,0.00 ,"3,225,104.00 ","644,348.00 ",0.00 ,"2,316,808.00 ","1,390,160.00 ",0.00 ,0.00 ,"635,970.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,815,413.00 ","4,573,186.00 ","1,933,025.00 ","2,556,764.00 ","105,559.00 ","43,202.00 ","199,025.00 ","283,589.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"490,251.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"31,896.00 ","213,901.00 ","35,260.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"601,495.00 ",0.00 ,"365,634.00 ","651,181.00 ","110,899.00 ","279,816.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,330.00 ","144,510.00 ","31,634.00 ","38,566.00 ","244,327.00 ","137,391.00 ",0.00 ,0.00 ,"267,246.00 ","3,657,427.00 ","2,226,011.00 ","1,431,416.00 ","30,144,521.00 "
2007-09,"762,334.00 ","189,296.00 ","14,544.00 ","30,700.00 ","62,219.00 ","465,575.00 ","364,030.00 ","20,149,834.00 ","1,445,585.00 ","497,682.00 ","204,522.00 ","247,039.00 ","191,115.00 ","120,127.00 ","185,100.00 ","15,205,002.00 ","215,676.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"974,445.00 ","405,538.00 ","67,581.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,288,743.00 ","286,035.00 ","384,707.00 ","112,827.00 ","609,445.00 ","156,223.00 ",0.00 ,0.00 ,"218,456.00 ","621,844.00 ",0.00 ,0.00 ,"1,624,603.00 ","824,647.00 ",0.00 ,0.00 ,0.00 ,"3,103,802.00 ","783,430.00 ",0.00 ,"1,919,750.00 ","1,210,737.00 ",0.00 ,0.00 ,"642,459.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,499,251.00 ","3,269,804.00 ","2,007,296.00 ","1,191,713.00 ","94,390.00 ","38,839.00 ","190,604.00 ","282,019.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"450,090.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"28,491.00 ","201,880.00 ","32,423.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"579,527.00 ",0.00 ,"353,608.00 ","603,656.00 ","105,605.00 ","255,296.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,817.00 ","141,615.00 ","26,953.00 ","101,124.00 ","249,442.00 ","149,789.00 ",0.00 ,0.00 ,"237,108.00 ","3,542,839.00 ","2,120,826.00 ","1,422,013.00 ","27,710,580.00 "
2007-10,"647,745.00 ","161,500.00 ","14,661.00 ","29,517.00 ","61,752.00 ","380,315.00 ","260,921.00 ","20,987,711.00 ","1,327,952.00 ","500,657.00 ","248,928.00 ","269,785.00 ","153,081.00 ","112,294.00 ","43,207.00 ","15,458,964.00 ","209,884.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"971,709.00 ","196,058.00 ","67,831.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,328,554.00 ","340,036.00 ","434,448.00 ","27,131.00 ","623,011.00 ","149,771.00 ",0.00 ,0.00 ,"220,898.00 ","665,879.00 ",0.00 ,0.00 ,"1,587,954.00 ","793,112.00 ",0.00 ,0.00 ,0.00 ,"3,240,143.00 ","743,525.00 ",0.00 ,"2,075,648.00 ","1,280,096.00 ",0.00 ,0.00 ,"669,327.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,200,795.00 ","3,965,317.00 ","2,957,094.00 ","819,078.00 ","83,849.00 ","35,817.00 ","199,661.00 ","264,007.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"432,943.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"26,738.00 ","203,485.00 ","25,798.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"542,736.00 ",0.00 ,"321,355.00 ","570,700.00 ","103,732.00 ","219,372.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,090.00 ","133,831.00 ","23,900.00 ","69,155.00 ","211,191.00 ","126,595.00 ",0.00 ,0.00 ,"204,260.00 ","3,108,602.00 ","1,816,720.00 ","1,291,882.00 ","27,738,991.00 "
